brewery_id,brewer,,brewery_id,website
1155,"Sleeping Lady Brewing Company",,1155,http://www.alaskabeers.com/
1158,"Sly Fox Brewhouse and Eatery - Royersford",,1158,http://www.slyfoxbeer.com/index1.asp
1160,"Smuttynose Brewing Co.",,1160,http://www.smuttynose.com/
1163,"Snowshoe Brewing - Sonora",,1163,
1165,"Socorro Springs Brewing",,1165,
1166,"Sonoran Brewing Company",,1166,http://www.sonoranbrewing.com/
1168,"South County Brewing Co.",,1168,http://www.southcountybrewing.com/
1169,"South Shore Brewery",,1169,
1170,"Southampton Publick House",,1170,http://southamptonbrewery.com
1172,"Southern Star Brewing Company",,1172,http://www.southernstarbrewery.com/
1173,"Southern Tier Brewing Co",,1173,http://www.southerntierbrewing.com/
1176,Spaten-Franziskaner-BrÃ¤u,,1176,
1177,"Speakeasy Ales and Lagers",,1177,
1179,"Spoetzl Brewery",,1179,http://www.shiner.com
1181,"Sprecher Brewing",,1181,http://www.sprecherbrewery.com/
1182,"Spring House Brewing Company",,1182,http://www.springhousebeer.com/
1184,"St John Brewers",,1184,http://www.stjohnbrewers.com/index.html
1185,"St Peter's Brewery",,1185,
1186,"St. Austell Brewery",,1186,http://www.staustellbrewery.co.uk/
1187,"St. Francis Abbey Brewery",,1187,http://www.diageo.ie/Company/Brewing/KilKenny/CompanyBrewingKilkenny
1191,"Staatliches HofbrÃ¤uhaus in MÃ¼nchen",,1191,
1194,"Steam Whistle Brewery",,1194,http://www.steamwhistle.ca
1195,Steamworks,,1195,http://www.steamworks.com/gastown_index.htm
1197,"Steel Brewing",,1197,
1202,"Stieglbrauerei zu Salzburg GmbH",,1202,http://www.stieglbrauerei.at/
1204,"Stone Brewing Co.",,1204,http://www.stonebrew.com/
1206,"Stone City Brewing",,1206,
1211,"Stoudt's Brewery",,1211,http://www.stoudtsbeer.com/brewery.html
1213,"Strangford Lough Brewing Company Ltd",,1213,http://slbc.ie/
1217,"Stuttgarter Hofbru",,1217,
1218,"Sudwerk Privatbrauerei Hbsch",,1218,
1219,"Sullivan's Black Forest Brew Haus & Grill",,1219,
1220,"Summit Brewing",,1220,http://www.summitbrewing.com/
1221,"Surly Brewing",,1221,http://www.surlybrewing.com/
1223,"Sweet Water Tavern and Brewery",,1223,http://www.greatamericanrestaurants.com/sweetMainSter/index.htm
1224,"Sweetwater Brewing - Atlanta",,1224,http://www.sweetwaterbrew.com/
1232,"Tailgate Beer",,1232,http://www.tailgatebeer.com/indexmain.php
1235,"Tap Room Brewing Company",,1235,http://www.taproom21.com/
1238,"Taylor's Restaurant and Brewery",,1238,
1242,"Terminal Gravity Brewing",,1242,
1243,"Terrapin Beer Company",,1243,http://www.terrapinbeer.com/
1244,"The Alchemist",,1244,http://www.alchemistbeer.com/
1245,"The Blind Bat Brewery LLC",,1245,http://www.blindbatbrewery.com/
1246,"The Bruery",,1246,http://www.thebruery.com/
1247,"The Cambridge House",,1247,http://www.cambridgebrewhouse.com/
1248,"The Church Brew Works",,1248,http://churchbrew.com/
1250,"The Livery",,1250,http://liverybrew.com/
1251,"The Lost Abbey",,1251,http://www.lostabbey.com/
1254,"Third Street Ale Works",,1254,http://www.thirdstreetaleworks.com
1255,"Thirsty Dog Brewing",,1255,http://www.thirstydog.com
1258,"Thomas Hooker Brewing",,1258,http://www.hookerbeer.com/
1260,"Three Floyds Brewing",,1260,http://www.threefloydspub.com/
1262,"Thunder Canyon Brewery",,1262,http://www.thundercanyonbrewery.com/
1268,"Titletown Brewing",,1268,
1271,"Tommyknocker Brewery and Pub",,1271,http://www.tommyknocker.com/
1273,Tongerlo,,1273,http://www.tongerlo.be
1274,Tooheys,,1274,
1280,"Trap Rock Restaurant and Brewery",,1280,
1281,"Traquair House Brewery",,1281,
1285,"Triumph Brewing of Princeton",,1285,
1286,"Troegs Brewing",,1286,http://www.troegs.com/
1287,"Tropical Beverage (International) Co., Ltd",,1287,http://www.tropbevco.com/
1290,"Tucher Bru",,1290,
1291,"Tui Brewery",,1291,
1296,"Twin Rivers Brewing",,1296,
1298,"Two Brothers Brewing",,1298,http://www.twobrosbrew.com/
1301,"Tyranena Brewing",,1301,http://www.tyranena.com
1303,"Uerige Obergrige Hausbrauerei",,1303,
1304,"Uinta Brewing Compnay",,1304,http://www.uintabrewing.com/
1305,"Ukiah Brewing",,1305,
1307,Unibroue,,1307,http://www.unibroue.com
1308,Unicer,,1308,http://www.unicer.pt
1312,"United Breweries Limited",,1312,
1313,"Upland Brewing",,1313,http://www.uplandbeer.com
1314,"Upper Mississippi Brewing",,1314,
1315,"Upstream Brewing Company at Legacy",,1315,
1316,"Upstream Brewing Old Market",,1316,http://www.upstreambrewing.com/
1318,"Utah Brewers Cooperative",,1318,http://www.utahbeers.com/
1319,"Utenos Alus",,1319,
1320,"Valley Brewing Company",,1320,http://www.valleybrew.com/
1321,"Valley Forge Brewing",,1321,
1322,"Van Honsebrouch",,1322,
1326,"Victory Brewing",,1326,http://www.victorybeer.com
1330,"Voodoo Brewing Co.,LLC",,1330,http://www.voodoobrewery.com/
1331,"vyturio Alaus Darykla",,1331,
1332,"Wachusetts Brewing Company",,1332,http://www.wachusettbrew.com
1333,"Wagner Valley Brewing",,1333,
1336,"Walldorff Brew Pub",,1336,http://walldorffbrewpub.com/
1337,"Warsteiner Brauerei",,1337,
1344,Wdi-Bru-Huus,,1344,
1346,"Weinkeller Brewery - Berwyn",,1346,
1348,"Wells and (&) Youngs Brewing Company Ltd.",,1348,http://www.bombardier.co.uk/bombardier
1349,"WernesgrÃ¼ner Brauerei",,1349,http://www.wernesgruener.de/
1350,"WernesgrÃ¼ner Brauerei GmbH",,1350,http://www.wernesgruener.de/
1352,"Weyerbacher Brewing Company",,1352,http://www.weyerbacher.com/
1356,"Whitbread Beer Company",,1356,
1357,"White Marsh Brewing Company",,1357,http://www.redbrickstation.com/
1361,"Widmer Brothers Brewing",,1361,
1363,"Wild Goose Brewery, LLC",,1363,http://www.wildgoosebrewery.com/
1366,"William Kuether Brewing",,1366,
1367,"Williams Brothers Brewing Company",,1367,
1373,"Woodforde's Norfolk Ales",,1373,
1375,"Wychwood Brewery",,1375,
1376,"Wychwood Brewery Company Ltd",,1376,
1379,"Wynkoop Brewing",,1379,http://www.wynkoop.com/
1380,"Yakima Brewing and Malting / Grant's Ales",,1380,
1383,"Yards Brewing",,1383,
1385,"Youngs & Company Brewery",,1385,http://www.youngs.co.uk
1388,"Yuengling & Son Brewing",,1388,http://www.yuengling.com
1391,"Yazoo Brewing",,1391,http://www.yazoobrew.com
1392,"Yuksom Breweries",,1392,
1394,"Aviator Brewing Company",,1394,http://www.aviatorbrew.com/
1396,"Aspen Brewing Company",,1396,http://aspenbrewingcompany.com
1397,"Tallgrass Brewing Co.",,1397,http://www.tallgrassbeer.com
1400,FINNEGANS,,1400,http://www.finnegans.org
1401,"Half Pints Brewing Company",,1401,http://www.halfpintsbrewing.com
1402,"Warwick Valley Wine Co.",,1402,http://www.wvwinery.com
1404,"The St. Louis Brewrey",,1404,http://http://www.schlafly.com
1405,"Baltika Breweries",,1405,http://baltikabeer.com/
1409,"Columbus Brewing Company",,1409,www.columbusbrewingco.com
1410,Oso,,1410,http://www.osobrewing.com/Home.php
1411,"Element Brewing Company",,1411,http://www.elementbeer.com
1412,Cains,,1412,http://www.cains.co.uk/
1413,"Wedge Brewery",,1413,http://wedgebrewing.com/
1416,"Brewery Vivant",,1416,http://breweryvivant.com
1417,Oakshire,,1417,
1419,"Uehara Shuzou Co. Ltd. / Echigo Beer Pub",,1419,http://www.echigo-beer.jp/
1421,"DC Brau",,1421,http://www.dcbrau.com/
